"guid","title","published","body"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090704001805.its-not-the-thought-that-counts,-its-the-eight-meals/its-not-the-thought-that-counts,-its-the-eight-meals.html","Its Not The Thought That Counts, Its The Eight Meals",1246659485,"#It's Not The Thought That Counts, It's The Eight Meals.#
After yesterday's post about the <a href=""2009/07/02/youtube-o-m-g-i-g-p-internet-explorer-8-puke-vomit-girl/"">vomit inducing Microsoft advert</a>, I couldn't help but mention that other piece of (evil) marketing genius from Redmond for Internet Explorer 8 that has hit the press today.

<strong>If you <a href=""http://www.browserforthebetter.com"">download Internet Explorer 8</a>, Microsoft will donate eight meals to the ""<a href=""http://feedingamerica.org/default.aspx"">Feeding America</a>"" campaign.</strong>

Internet news sites are already awash with commentary regarding Microsoft's ""download IE 8 or a child starves"" approach, with a saddening number of responses from some Internet malcontents that Americans don't need any additional feeding. For once, I'm not going to add grist to the mill of sarcasm. Somewhere, there is either a pretty bad person or a pretty good person behind this and, although the effort may seem a little misguided and will probably be viewed as at least a misfire if not a total backfire ..., it is still an easy way to give a little something to charity.

So, here's the plan
<ol>
	<li>Go to <a href=""http://www.browserforthebetter.com"">http://www.browserforthebetter.com</a></li>
	<li>Click the big ""download"" button</li>
	<li>Pick an operating system. Doesn't matter which one.</li>
	<li>When the option to download the file comes up, download it.</li>
	<li>You should be presented with a page confirming that 8 meals have been donated</li>
	<li>Wait for the download to finish and then delete the downloaded file</li>
</ol>
Microsoft only require you to download Internet Explorer 8 for them to donate the eight meals. They don't say that you have to install it.

<em>Only complete downloads of Windows® Internet Explorer® 8 through </em><a href=""http://www.browserforthebetter.com/"" target=""_blank""><em>browserforthebetter.com</em></a><em> from June 8, 2009 through August 8, 2009 qualify for the charitable donation to Feeding America®. Microsoft® is donating $1.15 per download to Feeding America® up to a maximum of $1,000,000. Meals are used for illustrative purposes only. Meal conversion is effective until June 30th, 2010.</em>

My only concern with my master plan is that the definition of a ""complete"" download involves installing the product and downloading more files in the process; the download is only 18Mb, which seems remarkably slim for a Microsoft application.

Still, I got to the thank you screen, I think that means my work is done.

So, what are you waiting for? Download (but feel no complusion to install) Microsoft Internet Explorer 8 today!

<strong>
</strong>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090710232501.hypergraphia-to-appear-in-insomnias-survival-anthology/hypergraphia-to-appear-in-insomnias-survival-anthology.html","Hypergraphia To Appear In Insomnias Survival Anthology",1247261101,"#Hypergraphia To Appear In Insomnia's Survival Anthology#
<strong>What do bloggers, private detectives, and faerie princes all have in common?</strong>

They are all in <em>Hypergraphia</em>, a new story appearing in Insomnia's ""Survival"" anthology.

This time around I have been teamed up with the extremely talented <a href=""http://www.neurotic-elf.deviantart.com/"">Valia</a>, who has a line in moody artwork that will certainly suit the story very well indeed ... unsuprisingly, this is a dark one folks!

The previous Insomnia anthology, Choices, sold extremely well at the Bristol Comic Con and is currently available via Amazon. The book is consistently picking up good reviews, a testament to the editorial direction of the team from Insomnia as well as the very talented creators who contribute their time and hard work.

So, keep your eyes peeled for ""Survival"" whilst I search for a cure for <em>Hypergraphia</em> ..."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090710232951.listen-up-stuart-on-sidekick-cast-#21/listen-up-stuart-on-sidekick-cast-#21.html","Listen Up Stuart On Sidekick Cast #21",1247261391,"#Listen Up! Stu.Art On Sidekick Cast #21#
<img class=""alignright"" style=""margin-left: 10px; margin-right: 10px;"" src=""http://www.sidekickcomicsuk.com/blogs/media/blogs/Sidekick-cast//sidekick21.jpg"" alt="""" width=""400"" height=""216"" />Not satisfied with the hearty dose of monkey-love they received at the Bristol Comic Con, the punishment gluttons of Sidekick Cast have been at it again!

This time, they've ""gone all intimate"" with my fellow monkey Stu.Art as a guest Sidekick in their regular podcast. There are some wise words spoken, some shameless pimping committed, and my name is taken in vain at least three times.

So, if you want to hear what Stu is like without me there to restrain him ... <a href=""http://www.sidekickcomicsuk.com/blogs/blog5.php"">Click here to listen to Sidekick Cast Episode #21</a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090711135605.monkeys-with-machineguns-adopt-lucky/monkeys-with-machineguns-adopt-lucky.html","Monkeys With Machineguns Adopt Lucky",1247313365,"#Monkeys With Machineguns Adopt Lucky#
Monkeys with Machineguns are supporting the Born Free <a href=""http://www.adoptamonkey.co.uk"">Adopt A Monkey</a> campaign and have just, through a concerted cereal eating campaign, adopted <strong>Lucky</strong>.
<blockquote>Lucky was found in a town close to Lake Malawi. Passers-by saw him tied to a tree in a market in the centre of a rubbish pit and called the sanctuary. Even though he was well fed, he had not been looked after properly. The rope and chain that tied him to the tree was too tight and dug into his skin. The team took him straight to the sanctuary, freed him from his rope and chains and within weeks, his injuries healed.

After four weeks in quarantine, Lucky joined Buddy's troop.

<a rel=""attachment wp-att-643"" href=""http://www.planetofthepenguins.com/2009/07/11/monkeys-with-machineguns-adopt-lucky/lucky/""><img class=""aligncenter size-medium wp-image-643"" title=""Lucky"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2009/07/lucky-300x200.jpg"" alt=""Lucky"" width=""300"" height=""200"" /></a>

Soon, he'll be joining a new family which will be released into the wild in November 2009.</blockquote>
This is a fantastic and very worthwhile campaign - all you have to do is keep eating cereal and posting the codes online to continue to adopt monkeys.

Once you have registered your codes, you can download a large picture of your chosen monkey and a PDF of an adoption certificate."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090719101615.markosia-prove-they-are-not-afraid-of-the-dark/markosia-prove-they-are-not-afraid-of-the-dark.html","Markosia Prove They Are Not Afraid Of The Dark",1247991375,"#Markosia Prove They Are Not Afraid Of The Dark#
<a rel=""attachment wp-att-688"" href=""http://www.planetofthepenguins.com/2009/07/19/markosia-prove-they-are-not-afraid-of-the-dark/current/""><img class=""alignright size-full wp-image-688"" title=""Dark Promo Image 3"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2009/07/current.gif"" alt=""Dark Promo Image 3"" width=""150"" height=""276"" /></a>The first official press release for my new comic book mini-series ""The Dark"", with AAM/Markosia, was despatched today.

The first issue should be available digitally from August, with the remaining four issues out by the end of the year, with a graphic novel version in the works shortly after that.

There is a preview version online that you rate and comment upon:

<strong><a href=""http://www.thedarkcomicbook.com"">http://www.thedarkcomicbook.com</a></strong>

<strong><!--more--></strong>

The official press release now follows:
<blockquote>Markosia Enterprises have teamed up with Chris Lynch (Monkeys with Machineguns, Photonic Graffiti) and Rick Lundeen (100 Covers, Epoch) to publish “The Dark”.

The first issue of “The Dark” will be released in August of this year as a digital comic book, via iTunes, with three more issues in the pipeline. A graphic novel is planned for later in the year.

The Dark is the story of Daniel Abbot, a brilliant young scientist on the fringes of the establishment and the creator of Memetech  - a technology that encodes information and memories into a liquid form, allowing anyone to “drink” the information. Terrified that his invention will be used for military purposes he decides to destroy his research, but not before he takes one last trip ... with disastrous results.

Two years on, and the Memetech genie is out of the bottle. Abbot, having perfected his own version of the technology, fights a one-man war against the spread of his own invention and the collapse of our information culture in the guise of “The Dark”. Aided by an artificial intelligence nicknamed Howard Hughes, Abbott creates “The Baffler” – a coat made of Memetech that gives his the edge over his enemies. Capable of injecting information directly into this brain and firing Memetech flechettes to hit others with bursts of pure information, The Baffler is both weapon and disguise in Daniel Abbot's war against his own creation.

When The Dark uncovers a plot to set off Memetech bombs across the whole of the city Dante, filling the air with liquid information and creating a new society of his enemy's devising, The Dark is plunged into a desperate race against time.

But, not everything is what is seems. Who is the new and mysterious enemy who seems to know The Dark's every move?  How did the Memetech, thought destroyed, reappear? Why can't Daniel wake his wife and son? And why is everyone in Dante named after an English poet?

Publisher Harry Markos had this to say on securing the property for Markosia: “I’ve been a big fan of Chris Lynch for a while now and asked him to pitch a couple of new projects that we could look at for the digital market, with a view to releasing it as a graphic novel later. He has come up trumps with The Dark. Coupled with Rick’s fantastically atmospheric art, Chris’s story takes you to a very believable but disturbing world, not unlike the one we are living in at the moment! I am confident that we have a hit in the making.”</blockquote>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090720214401.first-review-of-the-dark,-issue-1-is-online/first-review-of-the-dark,-issue-1-is-online.html","First Review Of The Dark, Issue 1 Is Online",1248119041,"#First Review Of The Dark, Issue 1 Is Online#
The guys over at Sidekick Cast are the first take to take advantage of our reviewer's preview, and have given The Dark four stars!
<blockquote>When I started the first issue I thought 'Ok this seems like your standard dark avenger vigilate superhero story with a nice little sci-fi premise for the powers'. I was wrong. The main protagonist reads like the bastard love child of Tony Stark and Bruce Wayne with a hint of the tortured soul of Frank Castle. The idea of information as a weapon is taken to it's literal conclusion in this story and although it may seem like the stuff of science fiction I suspect Lynch has been flicking through the pages of The New Scientist as liquid information is one of the next big steps in digital information transfer. This is very much on the fringe of science-fact.

By the end of the book everything I thought I knew had been turned on it's head and I was totally sucked in.</blockquote>
It's great to see the book already going down well, and hopefully people reading the review will be inspired to pick up that all important first issue.

You can read the complete review here: <a href=""http://www.sidekickcomicsuk.com/blogs/blog4.php/2009/07/19/the-dark-descends-on-markosia"">http://www.sidekickcomicsuk.com/blogs/blog4.php/2009/07/19/the-dark-descends-on-markosia</a>

Thanks to guys at Sidekick Cast!"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090720230521.stop-vadertime/stop-vadertime.html","Stop Vadertime",1248123921,"#Stop! Vadertime!#
If my next birthday party <em>does not</em> feature a Sith plus Storm Troopers MC Hammer dance routine, questions will be asked.

<a href=""http://www.youtube.com/watch?v=vIRQf0S3oD0&amp;eurl=http%3A%2F%2Fwww%2Eoliviamunn%2Ecom%2F&amp;feature=player_embedded"">YouTube - Vader Dances to Hammer You Can't Touch This Dance: Star Wars weekends 2009 Disney</a>.

Just click the link for pure joy."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090723000847.solved:-slow-startup-in-firefox-35/solved:-slow-startup-in-firefox-35.html","Solved: Slow Startup In Firefox 35",1248300527,"#Solved: Slow Startup In Firefox 3.5#
For some time I have been plauged by a slow (3-4 minute) startup window for Firefox.

I have tried numerous fixes suggested online; switching of automatic updates for extensions, clearing down cache and history, even a re-install; but nothing worked. As the problem got progressively worse, my workaround became to start Firefox and then, whilst I waited for it to grind into life, to start Google Chrome and use that to check Facebook, Twitter, etc. Not exactly a <em>fix</em>, but at least I didn't have to sit and wait as my HD rattled away and Firefox limped onto the screen.

However, I have now found a fix and, as I haven't seen this mentioned anywhere else, I thought I would share it for any others affected by this particular problem. I had archived this post as a draft, but after hearing others complaining of the same issue I thought I would post by solution.

My particular set up of Firefox is Firefox 3.5, on Vista Business, with XMarks, Firebug, and SEOQuake extensions (the essential tools of one of my trades!). I am also a bit of an RSS addict, and it was herein that lay the rub.

Somewhere in the combination of having an extensive list of Live Bookmarks and having an extension that syncs my bookmarks to the web (XMarks) lies a rich vein of process and network hungry action. Starting up Firefox seemed to necessitate a mass update of the Live Bookmarks and this may, or may not, have kicked off a lot of sync activity in XMarks.

My process of deduction here is by no means scientific, with the exception of having empirically tested this theorem by moving my RSS feeds to Google Reader.

My bookmarks are now Live Bookmark free, XMarks seems to be winking away a lot less in my Firefox status bar, and the browser now starts up just as fast as it ever did. Not <em>Chrome</em> fast, but still, a lot lot faster.

So, if you are having the same issue as me with a similar set-up, feel free to try this fix out."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090723224622.rnews-feed-aggregator/rnews-feed-aggregator.html","Rnews Feed Aggregator",1248381982,"#Rnews Feed Aggregator#
<a href=""http://rnews.sourceforge.net/index.php"">Rnews Feed Aggregator</a>."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090724232047.downthetubesnet-news-blog:-markosia-dances-out-the-dark/downthetubesnet-news-blog:-markosia-dances-out-the-dark.html","Downthetubesnet News Blog: Markosia Dances Out The Dark",1248470447,"#Downthetubes.net News Blog: Markosia Dances Out The Dark#
Down the Tubes have put up their short review of issue 1 of The Dark.

Their opinion?
<blockquote>""we're pleased to report it's some of Chris Lynch's best work to date, complemented by some suitably moody art from Lundeen. The story is complex but well realized, with plenty to get you thinking and wondering just what will happen next.""</blockquote>
Read for yourself here: <a href=""http://downthetubescomics.blogspot.com/2009/07/markosia-dances-out-dark.html"">downthetubes.net news blog: Markosia Dances out The Dark</a>."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090724233514.kryptographik-episode-30-|-kryptographik/kryptographik-episode-30-|-kryptographik.html","Kryptographik Episode 30 | Kryptographik",1248471314,"#Kryptographik Episode 30 | Kryptographik#
Listened to <a href=""http://www.lordshaper.com/kryptographik/?q=node/74"">Kryptographik Episode 30</a> today<a href=""http://www.lordshaper.com/kryptographik/?q=node/74"">,</a> featuring Barry ""Nuge"" Nugent of Geek Syndicate and Fallen Heroes fame.<a href=""http://www.lordshaper.com/kryptographik/?q=node/74""> Barry talks candidly about his creative process, the joys and perils of self publishing, and his TV deal for Fallen Heroes.</a>

A fascinating episode, well worth your listening time."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090731225736.drupal-in-57-seconds/drupal-in-57-seconds.html","Drupal In 57 Seconds",1249073856,"#Drupal In 57 Seconds#
As the ""tech"" side of the blog is heating up, and there is a good chance that there will be a lot of Drupal posts over the coming months, I thought it would be worthwhile linking to this really cool video from Ping Vision

<a href=""http://pingv.com/videos/1/what-drupal-57-seconds"">What is Drupal? ... in 57 seconds | pingVision</a>.

They definitely explain Drupal faster than I can, and it is a lovely example of some kinetic typography at the same time."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090731235406.spotify-to-come-to-the-iphone-and-ipod-touch/spotify-to-come-to-the-iphone-and-ipod-touch.html","Spotify To Come To The Iphone And Ipod Touch",1249077246,"#Spotify To Come To The IPhone And IPod Touch?#
I've been advocating <a href=""http://www.spotify.com"">Spotify</a> for some time now. As an audiophile of eclectic tastes it certainly suits me to have their enormous music collection at my fingertips and as a very late convert to the world of the iPod, the transportability of my settings and playlists supplemented my lack of a portable music player nicely for quite some time.

If you have not tried Spotify out, stop reading this post and go download it. It will change your view on digital music, or at the very least help you find <em>your new favourite band</em>.

For those still with me, the latest news is that Spotify have submitted an iPhone application to Apple's App Store for approval. Allegedly only available to premium subscribers, those paying Spotify £120 a year for free access to all music with no adverts, the application is demonstrated best by Spotify themselves.

<a href=""http://www.youtube.com/watch?v=QNCb1IdmJ_0&amp;feature=player_embedded"">Spotify iPhone Application demo</a>

The question that seems to abound on the 'net is whether this application will be approved by Apple ...

The approval process for the App Store does allow Apple to disbar any applications that are too similar in function to applications that are already being supplied with the device, ergo there is no point writing a new mail application, or a new calendar, unless you can deliver something markedly different. Will Apple use this clause as a reason to bar Spotify's application, a clear competitor to its own iTunes platform, or will it simply see it as another strong horse in the App Store stable?

Only time will tell, and we should know the result in the next few weeks.

Personally, I am routing for Spotify. Not only are my tastes wide, but they <em>change. </em>£120/year for unlimited music seems fair, that's less than the cost of an album a month. There are a lot of albums I would try out on a scheme like that, but far less that I would buy for £10 on the off chance they make it into my permanent rotation.

In the meantime, I'm back to my <a href=""http://open.spotify.com/user/thefictionalist/playlist/0bPRkCl7eXqFN7R3R0A5RQ"">Richard Cheese playlist</a>."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090801003845.can-1,000,000-digsby-users-be-wrong/can-1,000,000-digsby-users-be-wrong.html","Can 1,000,000 Digsby Users Be Wrong",1249079925,"#Can 1,000,000 Digsby Users Be Wrong?#
Managing an online presence or brand can be a challenge, but it is something that all writers need to do, particularly comic book writers who can reach out to a significant proportion of their fanbase online.

A typical online profile will consist of your own blog, a Facebook account, a Twitter account, and possibly a LinkedIn and/or MySpace account as well. You'll also have at least one email account to manage, more than one if you like to practice a little email partitioning.

If, like me, you were finding that managing your online presence across these multiple platforms was becoming a headache, then you should take time out to try <a href=""http://www.digsby.com""><strong>digsby</strong></a>

Digsby provides a Microsoft Messenger style interface to all of the above scenarios, with system tray icons and configurable pop-up ""balloons"" to alert you to activity on Facebook and Twitter. It's also a solid chat client for when you want to talk to any of your online contacts, providing a much better interface to the clunky Facebook chat if nothing else. It also provides a <a href=""http://widget.digsby.com/"">website widget</a> that you can install on your blog.

By combining all of your online presences into a single user interface and providing you with pop up notification of changes and activity, Digsby radically streamlines the process of managing a complex online identity or brand. Utilising Digsby, brand management and social networking are now something that I do in real time, in parallel with whatever task I am working on, as opposed to being something that requires one or more dedicated time slots during my day.

Patently, there is a security concern with using Digsby in that you need to store your account details on their server, protecting yourself behind a single Digbsy account password. For the moment, security breaches are nill. It is fair to say that only a single breach is required to kill of a project such as Digsby ... but for now they have a clean sheet.

In the interests of disclosure I will mention that Digsby now also have an <a href=""http://blog.digsby.com/archives/543"">Affiliate Program</a>, paying up to $1 for every new user. In the interests of staying as neutral as I can in this blog post, I am not currently signed up to this scheme. If you do download Digsby on my recommendation, please send your $1 to me direct ;-)"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090801095945.markosia-launch-ipod-comics/markosia-launch-ipod-comics.html","Markosia Launch Ipod Comics",1249113585,"#Markosia Launch IPod Comics#
<div style=""margin: 0px;"">The first batch of Markosia titles are now available via iTunes for your iPhone or iPod touch.</div>
<div style=""margin: 0px;""></div>
<div style=""margin: 0px;"">The following titles are available today, just click on the link to check them out ...</div>
<div style=""margin: 0px;""></div>
<div>
<ul>
	<li><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Boy Who Made Silence</em> <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=324033785&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=324033785&amp;mt=8</span></span></a> </span></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Beowulf Graphic Novel</em> <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323815818&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323815818&amp;mt=8</span></span></a> </span></strong></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Haven</em> <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323860657&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323860657&amp;mt=8</span></span></a> </span></strong></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Hope Falls</em> <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323827153&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323827153&amp;mt=8</span></span></a></span></strong></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Kong: King of Skull Island </em><a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323832212&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323832212&amp;mt=8</span></span></a> </span></strong></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>N-Guard </em> <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323987827&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323987827&amp;mt=8</span></span></a> </span></strong></li>
	<li><strong><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>Serpent Wars </em><a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=324000083&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=324000083&amp;mt=8</span></span></a> </span></strong></li>
	<li><span style=""font-family: Helvetica; font-style: normal; font-variant: normal; font-weight: normal; font-size: small; line-height: normal; font-size-adjust: none; font-stretch: normal;""><em>The Lexian Chronicles </em><a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323834684&amp;mt=8"" target=""_blank""><span style=""color: #000cee;""><span style=""text-decoration: underline;"">http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=323834684&amp;mt=8</span></span></a>
</span></li>
</ul>
These comics are using the same ""Kamikaze!"" platform as The Dark will be released on later this month, so I will certainly be downloading some of these not only for the great stories but also check out the latest version of the software, which I understand has been retooled for the 3.0 version of iPhone/iPod Touch OS.</div>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090802111811.trailer-for-issue-1-of-the-dark-now-online/trailer-for-issue-1-of-the-dark-now-online.html","Trailer For Issue 1 Of The Dark Now Online",1249204691,"#Trailer For Issue 1 Of The Dark Now Online.#
The official trailer for issue 1 of The Dark is now on YouTube!

<object width=""425"" height=""344"" data=""http://www.youtube.com/v/JoBRC99qn3k&amp;hl=en&amp;fs=1"" type=""application/x-shockwave-flash""><param name=""allowFullScreen"" value=""true"" /><param name=""allowscriptaccess"" value=""always"" /><param name=""src"" value=""http://www.youtube.com/v/JoBRC99qn3k&amp;hl=en&amp;fs=1"" /><param name=""allowfullscreen"" value=""true"" /></object>

Please link to the video, embed it, rank it, rate it, etc. as best you can."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090802115953.the-escape-artist-in-murky-depths-issue-9/the-escape-artist-in-murky-depths-issue-9.html","The Escape Artist In Murky Depths Issue 9",1249207193,"#The Escape Artist In Murky Depths Issue 9#
""The Escape Artist"", the first collaboration between myself and Rick Lundeen (artist on ""The Dark""), is now available in <a href=""http://www.murkydepths.com"">Murky Depths issue #9</a>.

A tale of magic, love, death, and ouija boards, it will hopefully chill the spine and warm the heart in equal measure.

For anyone who hasn't seen Rick's artwork on this, here's a sneak preview ...

<a rel=""attachment wp-att-294"" href=""http://www.planetofthepenguins.com/2009/02/11/rick-lundeen-confirmed-on-the-escape-artist/escape-3/""><img class=""aligncenter size-large wp-image-294"" title=""Escape Artist Page 3"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2009/02/escape-3-662x1024.jpg"" alt=""Escape Artist Page 3"" width=""662"" height=""1024"" /></a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090803224401.geek-syndicate-hit-the-sci-fi-channel/geek-syndicate-hit-the-sci-fi-channel.html","Geek Syndicate Hit The Sci Fi Channel",1249332241,"#Geek Syndicate Hit The Sci-Fi Channel#
Dave and Barry now have a slot on the Sci-Fi Channel website, giving ten minutes of news in the way that only they can. With singing. And sound effects. And Dave going ""all a bit honky tonk"".

Marvelous!

<a href=""http://www.scifi.co.uk/videos/c1140841/1139998/geek_syndicate/Geek-Syndicate-News-round-up"">http://www.scifi.co.uk/videos/c1140841/1139998/geek_syndicate/Geek-Syndicate-News-round-up</a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090803233926.a-page-of-the-clockwork-occultist-arrives/a-page-of-the-clockwork-occultist-arrives.html","A Page Of The Clockwork Occultist Arrives",1249335566,"#A Page Of The Clockwork Occultist Arrives.#
My inbox this week has been was replete with missives, but few so welcome as this page of artwork for The Clockwork Occultist from the very talented Mr. Terry Cooper.

Feast your oculars upon this, my beauties, and wish the days away between now and the release of Accent UK's Victoriana!
<p style=""text-align: center;""><a rel=""attachment wp-att-757"" href=""http://www.planetofthepenguins.com/2009/08/03/a-page-of-the-clockwork-occultist-arrives/clockwork-occultist-littlepage-01-copy/""><img class=""aligncenter size-large wp-image-757"" title=""Clockwork Occultist Page 1 Complete"" src=""http://www.planetofthepenguins.com/wp-content/uploads/2009/08/clockwork-occultist-littlepage-01-copy-723x1024.jpg"" alt=""Clockwork Occultist Page 1 Complete"" width=""506"" height=""717"" /></a></p>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090811214501.the-dark-reviewed-by-hypergeek/the-dark-reviewed-by-hypergeek.html","The Dark Reviewed By Hypergeek",1250019901,"#The Dark Reviewed By Hypergeek#
Edward Kaye, otherwise known as Hypergeek, has posted his review of issue one of The Dark ...
<blockquote>The Dark #1 is another great comic title that I enjoyed immensely. I give it my highest recommendations and urge readers to buy it as soon as it becomes available. I shall try to keep interested readers informed as to when the first issue is released, so watch this space!</blockquote>
As always, many thanks to Ed.
<a href=""http://www.hypergeek.ca/2009/08/advance-small-press-comic-review-the-dark-1.html"">Click to read the Hypergeek review of The Dark, Issue 1</a>"
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090813053053.escape-from-tomorrow-review-the-dark/escape-from-tomorrow-review-the-dark.html","Escape From Tomorrow Review The Dark",1250134253,"#Escape From Tomorrow Review The Dark#
Zaius of Escape from Tomorrow as reviewed the preview edition of The Dark, Issue 1.
<blockquote>I read the 8 page preview issue that Markosia have released and really enjoyed it. The writing was nicely paced and the dialogue felt real: the fight scenes had a real sense of danger whilst the opening panels, set in a hospital room as the scientist sits alongside his wife's bed, had a genuine feel of desperation, of regret. Likewise, the artwork was very much to my own personal taste - clean, confident, subtle colouring.

It seems to me Markosia have found an ideal approach here by releasing the single issues digitally and then following up with a printed volume. Based on the strength of this preview issue I would be happy to pay for the digital downloads and then buy the printed collected edition.</blockquote>
<a href=""http://escape-from-tomorrow.blogspot.com/2009/08/dark-markosia-enterprises.html"">Click here to read ""Escape From Tomorrow: The Dark Review"" in full</a>."
"/home/chris/Github/www.planetofthepenguins.com/10.content/posts/20090821073533.casting-call-for-the-dark-opens-at-audiodramatalkcom/casting-call-for-the-dark-opens-at-audiodramatalkcom.html","Casting Call For The Dark Opens At Audiodramatalkcom",1250832933,"#Casting Call For The Dark Opens At Audiodramatalk.com#
We have teamed up with voice empresario Terry Cooper to create a motion comic of issue one of The Dark!

Terry is a very skilled voice actor and will be producing the audio segments to be laid over the moving visuals as seen in the latest trailer.

If you are interesting in taking part and supplying one of our voices, please feel free to <a href=""http://www.audiodramatalk.com/f57-casting-calls/the-dark-hi-tech-superhero-drama-4210-p24556.html#post24556"">check out the cast for call for THE DARK
</a>"
